date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:05:16	160671/160671	---M--	200	added ('OK')	application/javascript	etag:%22659dcfb1-2739f%22	https://uomo-html.flexkitux.com/Demo1/js/plugins/jquery.fancybox.js	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/Demo1/js/plugins/jquery.fancybox.js	(from https://uomo-html.flexkitux.com/Demo1/product2_variable.html)
16:05:16	1229/1229	---M--	200	added ('OK')	image/png	etag:%226518e001-4cd%22	https://uomo-html.flexkitux.com/images/logo-white.png	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/logo-white.png	(from https://uomo-html.flexkitux.com/Demo1/product8_v3.html)
16:05:17	630231/630231	---M--	200	added ('OK')	image/png	etag:%22653e73d8-99dd7%22	https://uomo-html.flexkitux.com/images/products/product_0-4.png	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/products/product_0-4.png	(from https://uomo-html.flexkitux.com/Demo1/product8_v3.html)
16:05:17	54044/54044	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-d31c%22	https://uomo-html.flexkitux.com/images/products/product_0-5.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/products/product_0-5.jpg	(from https://uomo-html.flexkitux.com/Demo1/product9_v4.html)
16:05:18	62266/62266	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-f33a%22	https://uomo-html.flexkitux.com/images/products/product_0-6.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/products/product_0-6.jpg	(from https://uomo-html.flexkitux.com/Demo1/product9_v4.html)
16:05:18	38025/38025	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-9489%22	https://uomo-html.flexkitux.com/images/products/product_0-7.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/products/product_0-7.jpg	(from https://uomo-html.flexkitux.com/Demo1/product9_v4.html)
16:05:18	50142/50142	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-c3de%22	https://uomo-html.flexkitux.com/images/products/product_0-8.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/products/product_0-8.jpg	(from https://uomo-html.flexkitux.com/Demo1/product9_v4.html)
16:05:19	73461/73461	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-11ef5%22	https://uomo-html.flexkitux.com/images/products/product_0-9.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/products/product_0-9.jpg	(from https://uomo-html.flexkitux.com/Demo1/product12_v7.html)
16:05:20	196499/196499	---M--	200	added ('OK')	image/jpeg	etag:%2265221258-2ff93%22	https://uomo-html.flexkitux.com/images/products/product_0-11.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/products/product_0-11.jpg	(from https://uomo-html.flexkitux.com/Demo1/product12_v7.html)
16:05:20	219186/219186	---M--	200	added ('OK')	image/jpeg	etag:%2265221258-35832%22	https://uomo-html.flexkitux.com/images/products/product_0-10.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/products/product_0-10.jpg	(from https://uomo-html.flexkitux.com/Demo1/product12_v7.html)
16:05:20	55850/55850	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-da2a%22	https://uomo-html.flexkitux.com/images/products/product_0-12.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/products/product_0-12.jpg	(from https://uomo-html.flexkitux.com/Demo1/product12_v7.html)
16:05:21	69425/69425	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-10f31%22	https://uomo-html.flexkitux.com/images/products/product_0-13.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/products/product_0-13.jpg	(from https://uomo-html.flexkitux.com/Demo1/product12_v7.html)
16:05:21	4687/4687	---M--	200	added ('OK')	image/jpeg	etag:%2265221258-124f%22	https://uomo-html.flexkitux.com/images/products/swatch_0.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/products/swatch_0.jpg	(from https://uomo-html.flexkitux.com/Demo1/product16_v11.html)
16:05:22	3602/3602	---M--	200	added ('OK')	image/jpeg	etag:%2265221258-e12%22	https://uomo-html.flexkitux.com/images/products/swatch_1.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/products/swatch_1.jpg	(from https://uomo-html.flexkitux.com/Demo1/product16_v11.html)
16:05:22	3048/3048	---M--	200	added ('OK')	image/jpeg	etag:%2265221258-be8%22	https://uomo-html.flexkitux.com/images/products/swatch_2.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/products/swatch_2.jpg	(from https://uomo-html.flexkitux.com/Demo1/product16_v11.html)
16:05:24	61229/61229	---M--	200	added ('OK')	image/jpeg	etag:%22654d29f6-ef2d%22	https://uomo-html.flexkitux.com/images/blog_title_bg.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog_title_bg.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_list1.html)
16:05:26	298101/298101	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-48c75%22	https://uomo-html.flexkitux.com/images/blog/blog-1.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_list1.html)
16:05:26	336460/336460	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-5224c%22	https://uomo-html.flexkitux.com/images/blog/blog-2.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-2.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_list1.html)
16:05:26	236420/236420	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-39b84%22	https://uomo-html.flexkitux.com/images/blog/blog-3.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-3.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_list1.html)
16:05:27	142043/142043	---M--	200	added ('OK')	image/jpeg	etag:%2265221258-22adb%22	https://uomo-html.flexkitux.com/images/blog/blog-5.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-5.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_list2.html)
16:05:28	209740/209740	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-3334c%22	https://uomo-html.flexkitux.com/images/blog/blog-4.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-4.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_list1.html)
16:05:28	161416/161416	---M--	200	added ('OK')	image/jpeg	etag:%2265221258-27688%22	https://uomo-html.flexkitux.com/images/blog/blog-6.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-6.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_list2.html)
16:05:29	181381/181381	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-2c485%22	https://uomo-html.flexkitux.com/images/blog/blog-7.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-7.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_list2.html)
16:05:29	145163/145163	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-2370b%22	https://uomo-html.flexkitux.com/images/blog/blog-8.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-8.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_list2.html)
16:05:29	162916/162916	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-27c64%22	https://uomo-html.flexkitux.com/images/blog/blog-10.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-10.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_list2.html)
16:05:29	174224/174224	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-2a890%22	https://uomo-html.flexkitux.com/images/blog/blog-9.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-9.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_list2.html)
16:05:30	425247/425247	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-67d1f%22	https://uomo-html.flexkitux.com/images/blog/blog-12.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-12.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_list3.html)
16:05:30	360958/360958	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-581fe%22	https://uomo-html.flexkitux.com/images/blog/blog-11.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-11.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_list3.html)
16:05:30	298101/298101	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-48c75%22	https://uomo-html.flexkitux.com/images/blog/blog-13.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-13.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_list3.html)
16:05:30	214755/214755	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-346e3%22	https://uomo-html.flexkitux.com/images/blog/blog-15.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-15.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_single.html)
16:05:33	801/801	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2022%20Jun%202024%2010:35:33%20GMT	http://pinterest.com/pin/create/button/?url=https://uomo-crystal.myshopify.com/blogs/news/go-to-wellness-tips-for-mental-health&media=//uomo-crystal.myshopify.com/cdn/shop/articles/blog6.jpg?crop=center&height=1024&v=1650609391&width=1024&description=Go-to%20Wellness%20Tips%20for%20Mental%20Health	C:/Users/hp/Downloads/bwh/pinterest.com/pin/create/button/indexa879.html	(from https://uomo-html.flexkitux.com/Demo1/blog_single.html)
16:05:33	456508/456508	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-6f73c%22	https://uomo-html.flexkitux.com/images/blog/blog-14.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-14.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_single.html)
16:05:33	206692/206692	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-32764%22	https://uomo-html.flexkitux.com/images/blog/blog-16.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/blog/blog-16.jpg	(from https://uomo-html.flexkitux.com/Demo1/blog_single.html)
16:05:33	117572/117572	---MCZ	200	added ('OK')	text/html	etag:W/%2265e62cb0-1cb44%22	https://uomo-html.flexkitux.com/Demo1/account_orders.html	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/Demo1/account_orders.html	(from https://uomo-html.flexkitux.com/Demo1/account_dashboard.html)
16:05:34	117450/117450	---MCZ	200	added ('OK')	text/html	etag:W/%2265e62cb0-1caca%22	https://uomo-html.flexkitux.com/Demo1/account_edit_address.html	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/Demo1/account_edit_address.html	(from https://uomo-html.flexkitux.com/Demo1/account_dashboard.html)
16:05:35	119340/119340	---MCZ	200	added ('OK')	text/html	etag:W/%2265e62cb0-1d22c%22	https://uomo-html.flexkitux.com/Demo1/account_edit.html	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/Demo1/account_edit.html	(from https://uomo-html.flexkitux.com/Demo1/account_dashboard.html)
16:05:35	6698/6698	---M--	200	added ('OK')	application/javascript	etag:%22654d29f6-1a2a%22	https://uomo-html.flexkitux.com/Demo1/js/googlemap-setting.js	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/Demo1/js/googlemap-setting.js	(from https://uomo-html.flexkitux.com/Demo1/store_location.html)
16:05:36	101487/101487	---M--	200	added ('OK')	image/jpeg	etag:%22654d29f6-18c6f%22	https://uomo-html.flexkitux.com/images/lookbook/lookbook-1.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/lookbook/lookbook-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/lookbook.html)
16:05:37	45401/45401	---M--	200	added ('OK')	image/jpeg	etag:%2265221258-b159%22	https://uomo-html.flexkitux.com/images/lookbook/lookbook-2.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/lookbook/lookbook-2.jpg	(from https://uomo-html.flexkitux.com/Demo1/lookbook.html)
16:05:38	157830/157830	---M--	200	added ('OK')	image/jpeg	etag:%22654d29f6-26886%22	https://uomo-html.flexkitux.com/images/lookbook/lookbook-3.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/lookbook/lookbook-3.jpg	(from https://uomo-html.flexkitux.com/Demo1/lookbook.html)
16:05:38	43643/43643	---M--	200	added ('OK')	image/jpeg	etag:%22654d29f6-aa7b%22	https://uomo-html.flexkitux.com/images/lookbook/lookbook-5.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/lookbook/lookbook-5.jpg	(from https://uomo-html.flexkitux.com/Demo1/lookbook.html)
16:05:39	42912/42912	---M--	200	added ('OK')	image/jpeg	etag:%22654d29f6-a7a0%22	https://uomo-html.flexkitux.com/images/lookbook/lookbook-6.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/lookbook/lookbook-6.jpg	(from https://uomo-html.flexkitux.com/Demo1/lookbook.html)
16:05:39	195186/195186	---M--	200	added ('OK')	image/jpeg	etag:%2265221258-2fa72%22	https://uomo-html.flexkitux.com/images/lookbook/lookbook-4.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/lookbook/lookbook-4.jpg	(from https://uomo-html.flexkitux.com/Demo1/lookbook.html)
16:05:40	2913/2913	---M--	200	added ('OK')	image/png	etag:%2265221258-b61%22	https://uomo-html.flexkitux.com/images/brands/brand1.png	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/brands/brand1.png	(from https://uomo-html.flexkitux.com/Demo1/about.html)
16:05:40	518371/518371	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-7e8e3%22	https://uomo-html.flexkitux.com/images/about/about-1.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/about/about-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/about.html)
16:05:40	1126/1126	---M--	200	added ('OK')	image/png	etag:%2265221258-466%22	https://uomo-html.flexkitux.com/images/brands/brand2.png	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/brands/brand2.png	(from https://uomo-html.flexkitux.com/Demo1/about.html)
16:05:40	174249/174249	---M--	200	added ('OK')	image/jpeg	etag:%22653e73d8-2a8a9%22	https://uomo-html.flexkitux.com/images/about/about-2.jpg	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/about/about-2.jpg	(from https://uomo-html.flexkitux.com/Demo1/about.html)
16:05:40	1766/1766	---M--	200	added ('OK')	image/png	etag:%2265221258-6e6%22	https://uomo-html.flexkitux.com/images/brands/brand3.png	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/brands/brand3.png	(from https://uomo-html.flexkitux.com/Demo1/about.html)
16:05:41	1338/1338	---M--	200	added ('OK')	image/png	etag:%2265221258-53a%22	https://uomo-html.flexkitux.com/images/brands/brand4.png	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/brands/brand4.png	(from https://uomo-html.flexkitux.com/Demo1/about.html)
16:05:41	2084/2084	---M--	200	added ('OK')	image/png	etag:%2265221258-824%22	https://uomo-html.flexkitux.com/images/brands/brand5.png	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/brands/brand5.png	(from https://uomo-html.flexkitux.com/Demo1/about.html)
16:05:41	2101/2101	---M--	200	added ('OK')	image/png	etag:%2265221258-835%22	https://uomo-html.flexkitux.com/images/brands/brand6.png	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/brands/brand6.png	(from https://uomo-html.flexkitux.com/Demo1/about.html)
16:05:42	1537/1537	---M--	200	added ('OK')	image/png	etag:%2265221258-601%22	https://uomo-html.flexkitux.com/images/brands/brand7.png	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/images/brands/brand7.png	(from https://uomo-html.flexkitux.com/Demo1/about.html)
16:05:42	2087/2087	---M--	200	added ('OK')	text/css	etag:%226518e001-827%22	https://uomo-html.flexkitux.com/Demo1/css/plugins/flaticon.css	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/Demo1/css/plugins/flaticon.css	(from https://uomo-html.flexkitux.com/Demo1/account_wishlist.html)
16:05:43	267/267	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2022%20Jun%202024%2010:35:45%20GMT	http://pinterest.com/robots.txt		(from https://uomo-html.flexkitux.com/Demo1/blog_single.html)
16:05:43	821/821	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sat,%2022%20Jun%202024%2010:35:46%20GMT	https://pinterest.com/pin/create/button/?url=https://uomo-crystal.myshopify.com/blogs/news/go-to-wellness-tips-for-mental-health%26media=//uomo-crystal.myshopify.com/cdn/shop/articles/blog6.jpg?crop=center%26height=1024%26v=1650609391%26width=1024%26description=Go-to%20Wellness%20Tips%20for%20Mental%20Health	C:/Users/hp/Downloads/bwh/pinterest.com/pin/create/button/indexefca.html	(from http://pinterest.com/pin/create/button/?url=https://uomo-crystal.myshopify.com/blogs/news/go-to-wellness-tips-for-mental-health&media=//uomo-crystal.myshopify.com/cdn/shop/articles/blog6.jpg?crop=center&height=1024&v=1650609391&width=1024&description=Go-to%20Wellness%20Tips%20for%20Mental%20Health)
16:05:43	7858/7858	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226518e001-1eb2%22	https://uomo-html.flexkitux.com/Demo1/css/plugins/Flaticon.eot	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/Demo1/css/plugins/Flaticon.eot	(from https://uomo-html.flexkitux.com/Demo1/css/plugins/flaticon.css)
16:05:44	7858/7858	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226518e001-1eb2%22	https://uomo-html.flexkitux.com/Demo1/css/plugins/Flaticon.eot?	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/Demo1/css/plugins/Flaticond41d.eot	(from https://uomo-html.flexkitux.com/Demo1/css/plugins/flaticon.css)
16:05:44	4484/4484	---M--	200	added ('OK')	application/octet-stream	etag:%226518e001-1184%22	https://uomo-html.flexkitux.com/Demo1/css/plugins/Flaticon.woff2	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/Demo1/css/plugins/Flaticon.woff2	(from https://uomo-html.flexkitux.com/Demo1/css/plugins/flaticon.css)
16:05:45	5480/5480	---M--	200	added ('OK')	application/font-woff	etag:%226518e001-1568%22	https://uomo-html.flexkitux.com/Demo1/css/plugins/Flaticon.woff	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/Demo1/css/plugins/Flaticon.woff	(from https://uomo-html.flexkitux.com/Demo1/css/plugins/flaticon.css)
18:16:02	7680/7680	---M--	200	added ('OK')	application/octet-stream	etag:%226518e001-1e00%22	https://uomo-html.flexkitux.com/Demo1/css/plugins/Flaticon.ttf	C:/Users/hp/Downloads/bwh/uomo-html.flexkitux.com/Demo1/css/plugins/Flaticon.ttf	(from https://uomo-html.flexkitux.com/Demo1/css/plugins/flaticon.css)
